globalTriax,globalLode,globalPeeq,globalDIL,globalPEEQ > DIL,global-delPEEQ/DIL,global-DILaccu,global-DILaccu > 1
-0.007718026305095628,-0.005327642047480389,0.01133912401137486,0.101,0,0.0,0.0,0
-0.01783893124064717,-0.017909571202105273,0.01133912401137486,0.103,0,0.0,0.0,0
-0.0160772738205467,-0.02308660816104235,0.01133912401137486,0.103,0,0.0,0.0,0
0.07179761121974541,0.03374217608591354,0.01133912401137486,0.09,0,0.0,0.0,0
0.16891859852667926,0.21746339612334484,0.01133912401137486,0.09,0,0.0,0.0,0
0.19813753648096513,0.4317546186272139,0.01133912401137486,0.122,0,0.0,0.0,0
0.1979244293342893,0.5504700967060873,0.01134199235950597,0.151,0,0.0,0.0,0
0.16096867429684353,0.5259167012141793,0.01161508614760879,0.151,0,0.001986637918744048,0.001986637918744048,0
0.1558753376006161,0.4886873553857083,0.01285948991161214,0.142,0,0.00915577017540698,0.011142408094151027,0
0.15215196258703315,0.45896894622163087,0.014597985435733414,0.135,0,0.012574358992581545,0.023716767086732572,0
0.14405004427566476,0.4192131864696508,0.016830826407972455,0.127,0,0.0172855589531874,0.041002326039919976,0
0.13333167709038377,0.3770700275998299,0.019312462377397064,0.12,0,0.020832298720376237,0.06183462476029621,0
0.11858997386524976,0.32689887331930123,0.022292826864443394,0.113,0,0.026613658089256583,0.08844828284955279,0
0.10431825042784766,0.2835551028584082,0.02550222843127059,0.108,0,0.029735682054968727,0.11818396490452152,0
0.09145215692815044,0.24649467392638533,0.02917550695462093,0.104,0,0.03555498069943854,0.15373894560396006,0
0.08318456465642618,0.22743817883701473,0.033157233676821406,0.103,0,0.038932063453673706,0.19267100905763376,0
0.0671655433160383,0.1834905019871762,0.037753305938346166,0.1,0,0.04601632575814893,0.2386873348157827,0
0.057313752775675804,0.1557220197752507,0.04245629476024104,0.099,0,0.04762079015057062,0.28630812496635333,0
0.0544576644820043,0.15151415331364682,0.04788265828220617,0.099,0,0.0546910643184464,0.3409991892847997,0
0.0410892418357045,0.1117598068785662,0.05368657769122353,0.098,0,0.05939986708074519,0.4003990563655449,0
0.028990528706305356,0.07801637126068507,0.060008445770967575,0.098,0,0.06459755249395369,0.46499660885949856,0
0.027137427982011072,0.07187821708431691,0.06658554887904652,0.098,0,0.06767402077207453,0.5326706296315731,0
0.011250627075079291,0.02476025597233346,0.07375965762162019,0.099,0,0.073089939434349,0.605760569065922,0
-0.0019888231149752045,-0.0172151889406169,0.08137151787577877,0.1,0,0.0757063915586416,0.6814669606245636,0
-0.002151590741534633,-0.0219397360787543,0.08915285776925111,0.1,0,0.07763671862354661,0.7591036792481102,0
-0.019128136355700955,-0.08089672631360642,0.09757178907850314,0.105,0,0.08007201283390303,0.8391756920820133,0
-0.019377929570276228,-0.09061826928221908,0.10601012059691406,0.105,1,0.0796564161709463,0.9188321082529596,0
-0.03324025381536213,-0.12485161203442584,0.11531941829414831,0.11,1,0.08460709468752063,1.0034392029404802,1
-0.028281305985457836,-0.11990229185970148,0.12434388650575327,0.109,1,0.08275931520434235,1.0861985181448226,1
-0.03996090034690231,-0.1430690507113684,0.1341974104992336,0.113,1,0.08798012505566398,1.1741786432004866,1
-0.024009141453472993,-0.0966880770724649,0.14369050862403615,0.107,1,0.0891782920376468,1.2633569352381333,1
-0.01997790963757887,-0.09340194646385962,0.1536320704400303,0.106,1,0.09365856503946574,1.357015500277599,1
-0.014022652446656233,-0.05055465699197923,0.16354270172408886,0.103,1,0.0962085933574457,1.4532240936350447,1
0.013405495434654056,0.03260580776037032,0.17338135461130785,0.098,1,0.1006868539345358,1.5539109475695805,1
0.04278523254159676,0.10634524613401419,0.18291270521744377,0.097,1,0.09788017631296855,1.6517911238825491,1
0.06926957063139935,0.1752068194113504,0.19258080000915226,0.099,1,0.09815671973354231,1.7499478436160913,1
0.09594760431552897,0.2506661434681645,0.20224616159273992,0.104,1,0.09231792970225448,1.8422657733183458,1
0.12399548718095782,0.33231311768783683,0.21187449520838167,0.113,1,0.08593156618818036,1.9281973395065262,1
0.16734382154166455,0.45154047850870893,0.22104674187030585,0.131,1,0.06950449474484396,1.9977018342513702,1
0.18822934897857962,0.5061293185179643,0.23047642481977504,0.141,1,0.06738923755889006,2.06509107181026,1
0.213715620896908,0.5856224073648606,0.23973774411044424,0.158,1,0.0580556194402803,2.1231466912505406,1
0.2299655730727424,0.6459339217091538,0.2493579495982045,0.174,1,0.055785242512340835,2.178931933762881,1
0.24494097634175718,0.7144979430921461,0.25846955772311914,0.194,1,0.04697051427059662,2.225902448033478,1
0.2605817765492772,0.7827492399815607,0.2678262861117957,0.215,1,0.043244131331201204,2.269146579364679,1
0.27488043115812305,0.8376937650621492,0.27690327383223035,0.233,1,0.039059092042421154,2.3082056714071,1
0.29000172841658817,0.8842290410773469,0.28619728843631254,0.248,1,0.037479723856304825,2.345685395263405,1
0.3016403968980066,0.912416114497805,0.2952484255463831,0.257,1,0.03502723962284037,2.3807126348862453,1
0.3128147465707095,0.9267513516762083,0.3044418724657051,0.26,1,0.03537195423507125,2.4160845891213167,1
0.3213063246895051,0.9286144215884592,0.31345701485564786,0.259,1,0.03518322745089206,2.4512678165722086,1
0.32825345044227244,0.9257537954689533,0.3225770002381196,0.256,1,0.03559941835393439,2.486867234926143,1
0.33429742503404214,0.9206791064670966,0.3315204916766712,0.252,1,0.03532585149209708,2.5221930864182402,1
0.33912161048256456,0.9173967264525508,0.3405510188019465,0.249,1,0.03649502095167413,2.5586881073699144,1
0.3416998514184963,0.9160217641435244,0.34942541542885797,0.248,1,0.035465382148904365,2.5941534895188187,1
0.34342369654177635,0.9171737283069866,0.35834258515210377,0.248,1,0.03586299720078456,2.630016486719603,1
0.3442102725324838,0.9194728507586917,0.3671004898396749,0.249,1,0.03535371703783493,2.6653702037574383,1
0.3436129124454724,0.9228228832179847,0.37585082704491085,0.25,1,0.035137216640966945,2.7005074203984054,1
0.34338663611661396,0.9280955906843105,0.38444503947430186,0.253,1,0.03363799085644748,2.734145411254853,1
0.3424146725528316,0.9314660665422786,0.39298010376758047,0.254,1,0.033812293268309764,2.767957704523163,1
0.3412226423787645,0.9358862062740335,0.40137121126197634,0.257,1,0.032747795262369414,2.8007054997855323,1
0.33966935464287373,0.9388776270148986,0.40963831538813456,0.258,1,0.03176193896912077,2.832467438754653,1
0.3392089040877243,0.9406772744419368,0.4184553934487085,0.259,1,0.03435608761507613,2.866823526369729,1
0.33857883732679955,0.9428232861920705,0.42555639739452844,0.26,1,0.027294437623368813,2.894117963993098,1
0.3367343760062392,0.9434411528642277,0.4339168997492109,0.261,1,0.03181597361105949,2.9259339376041575,1
0.336064495324521,0.9440883915871972,0.44147267723414635,0.261,1,0.029082261363263424,2.955016198967421,1
0.33558710487890425,0.9456152563787007,0.4489330862689586,0.262,1,0.028232988967800868,2.983249187935222,1
0.3353067160996076,0.9456732152754564,0.4569628156390455,0.262,1,0.030891994085508433,3.0141411820207304,1
0.33438673821873754,0.9457841195771695,0.46349730516236926,0.262,1,0.0247623302063411,3.0389035122270713,1
0.33447786849741246,0.9463190235631124,0.47070794469260036,0.263,1,0.02740771605767424,3.0663112282847456,1
0.33440999164526214,0.9470129579601867,0.477685876151399,0.263,1,0.02661451330724958,3.092925741591995,1
0.335353379738591,0.9462635212339833,0.4838890358185957,0.262,1,0.023624142500316546,3.116549884092312,1
0.3358128809015765,0.9465332855901597,0.49047067490740426,0.262,1,0.025148940776141323,3.141698824868453,1
0.33436925272233686,0.949743789391159,0.49674791584128425,0.264,1,0.023467550843104153,3.165166375711557,1
0.3334348486403002,0.9478949162370658,0.5027864133696708,0.264,1,0.023136590471694026,3.188302966183251,1
0.33222752247139464,0.9485411883436886,0.5091110508536536,0.264,1,0.02384096304092653,3.2121439292241774,1
0.33329504075855826,0.947401511885083,0.514828146806785,0.263,1,0.021633715977317277,3.233777645201495,1
0.34128876494475463,0.868568767821982,0.5217987716869702,0.229,1,0.030537081809673596,3.2643147270111683,1
0.36172659415945235,0.4135500021201377,0.5445630580404448,0.096,1,0.2379242596074229,3.502238986618591,1
0.42172278489947235,0.09208669358729041,0.5461423504522869,0.055,1,0.02732433929172137,3.5295633259103125,1
0.44541192070304186,-0.048176656645343534,0.5461589765283796,0.052,1,0.0019326300231468155,3.5314959559334596,1
0.45205315906152493,-0.06671269013889423,0.5461606857227901,0.052,1,0.0,3.5314959559334596,1
